locustag,asmid,species_name,phylum,subphylum,class,order,family,genus,total_proteins,adhesion_count,adhesion_fraction,mean_adhesion_prob,median_adhesion_prob
F5CBBD58,GCF_002847465.1_Aspnov1,Aspergillus novofumigatus,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,9879,117,0.011843303978135438,0.8317940170940171,0.8725
FA9BA5F3,GCA_009176405.1_Aspnovo1,Aspergillus novoparasiticus,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,13459,160,0.011887956014562747,0.857723125,0.9168499999999999
FC6BB738,GCF_002846915.1_Aspergillus_ochraceoroseus_IBT_24754_v1.1,Aspergillus ochraceoroseus,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,8062,110,0.013644257008186554,0.85034,0.91945
F38DB309,GCA_004849945.1_AoFc,Aspergillus ochraceus,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,11100,120,0.010810810810810811,0.8514733333333333,0.9191
F425DF7C,GCA_014250555.1_ASM1425055v1,Aspergillus oerlinghausenensis,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,9165,106,0.011565739225313693,0.8395349056603774,0.91705
FFC99E47,GCA_003719415.1_ASM371941v1,Aspergillus olivimuriae,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,9299,117,0.01258199806430799,0.840742735042735,0.9131
F86C163C,GCF_000184455.2_ASM18445v3,Aspergillus oryzae,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12274,147,0.011976535766661234,0.843095918367347,0.9172
FE1C1F14,GCA_025592935.1_ASM2559293v1,Aspergillus ostianus,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,10842,123,0.011344770337576093,0.8238422764227642,0.8775
F5821478,GCA_027569225.1_ASM2756922v1,Aspergillus panamensis,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,10080,164,0.01626984126984127,0.865830487804878,0.93365
F9ED0366,GCA_028505765.1_ASM2850576v1,Aspergillus parasiticus,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,13115,153,0.01166603126191384,0.8447437908496732,0.9126
F247C67E,GCA_002215965.1_ASM221596v1,Aspergillus persii,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,10931,124,0.011343884365565823,0.8244983870967741,0.8763000000000001
F6FFD337,GCA_003344505.1_Aspph1,Aspergillus phoenicis,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,10380,138,0.013294797687861272,0.8383202898550725,0.8833
F0D4A061,GCF_003184755.1_Asppip1,Aspergillus piperis,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,10802,132,0.012219959266802444,0.8525818181818182,0.9188000000000001
F737F30D,GCA_037044195.1_ASM3704419v1,Aspergillus pragensis,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,8760,89,0.010159817351598174,0.8465662921348315,0.9137
F24CB608,GCA_039880865.1_ASM3988086v1,Aspergillus proliferans,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,9700,76,0.007835051546391752,0.8442907894736842,0.9057
FF7C3E62,GCA_021436995.1_ASM2143699v1,Aspergillus protuberus,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12642,167,0.013209935136845435,0.8232281437125748,0.8606
F4D32050,GCA_009193665.1_Asppsec1,Aspergillus pseudocaelatus,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,13238,153,0.011557637105302917,0.8411588235294117,0.8901
FCE4A7F1,GCA_039880875.1_ASM3988087v1,Aspergillus pseudoglaucus,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,8765,77,0.008784940102681119,0.8460337662337662,0.8792
F5823D12,GCF_009193645.1_Asppsen1,Aspergillus pseudonomiae,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12127,144,0.011874330007421456,0.8472479166666667,0.8999999999999999
FE548AFF,GCF_009193445.1_Asppset1,Aspergillus pseudotamarii,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12373,160,0.012931382849753495,0.82441125,0.8828499999999999
FB066691,GCA_002927005.1_ASM292700v1,Aspergillus pseudoterreus,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,9961,113,0.011344242545929124,0.8264938053097345,0.8775
F7AC806E,GCF_018340605.1_Asppvi_assembly01,Aspergillus pseudoviridinutans,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,10969,150,0.013674901996535692,0.8331673333333334,0.89465
F8689DA6,GCF_016861865.1_ApuulaauensisMK2_assembly01,Aspergillus puulaauensis,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12998,150,0.011540236959532236,0.8346653333333334,0.88135
F0671374,GCA_022814375.1_ASM2281437v1,Aspergillus quadricinctus,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,9756,117,0.011992619926199263,0.8477880341880342,0.9003
F577857D,GCA_013305525.1_ASM1330552v1,Aspergillus quadrilineatus,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,10319,140,0.01356720612462448,0.8364128571428572,0.89285
F4A94E7F,GCA_000986645.1_ASM98664v1,Aspergillus rambellii,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,8152,115,0.014106967615309126,0.8508295652173913,0.9155
F6FB30A3,GCF_000600275.1_Eurhe1,Aspergillus ruber,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,8722,69,0.007911029580371475,0.8407420289855072,0.8915
FC0FB6C6,GCF_003184585.1_Aspsac1,Aspergillus saccharolyticus,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,9054,132,0.0145791915175613,0.841119696969697,0.90735
FADFE0FE,GCA_003589665.1_phiScl_1.0,Aspergillus sclerotialis,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,9347,108,0.011554509468278592,0.8390083333333334,0.8919
F3E017BC,GCA_003184635.1_Aspscle1,Aspergillus sclerotiicarbonarius,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,11234,151,0.013441338792949974,0.8285033112582781,0.8745
F220B693,GCF_003184525.1_Aspscl1,Aspergillus sclerotioniger,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,10284,126,0.012252042007001166,0.8512722222222222,0.9148
F71002E0,GCA_025592505.1_ASM2559250v1,Aspergillus sclerotiorum,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,11271,123,0.010912962470055895,0.8201138211382114,0.8322
F3CCFD4D,GCA_009193525.1_Aspser1,Aspergillus sergii,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,13170,145,0.011009870918754746,0.8688910344827586,0.9268
F5FB0698,GCA_008274985.1_ASM827498v1,Aspergillus sojae,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12965,150,0.011569610489780177,0.8443873333333334,0.9328000000000001
F866FB1A,GCA_963379335.1_SRR14198834_bin.1_MetaWRAP_v1.2.1_MAG,Aspergillus sp.,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,4116,18,0.004373177842565598,0.8526722222222223,0.92195
F245D303,GCA_016880755.1_ASM1688075v1,Aspergillus sp. 2663,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12771,148,0.011588755774802286,0.8393513513513513,0.8825000000000001
FE22679B,GCA_023625275.1_ASM2362527v1,Aspergillus sp. 2NF922,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12170,141,0.011585866885784717,0.8487354609929078,0.9073
FCAFB5CF,GCA_023625115.1_ASM2362511v1,Aspergillus sp. 2NF923,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12571,150,0.01193222496221462,0.8469633333333333,0.89625
F0F12694,GCA_023625195.1_ASM2362519v1,Aspergillus sp. 2NF925,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12237,139,0.01135899321729182,0.8478388489208634,0.9114
FE865FC7,GCA_016162245.1_ASM1616224v1,Aspergillus sp. A31,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,9919,123,0.012400443593104143,0.8379544715447155,0.9064
F1D46216,GCA_020615375.1_CIT_ADI_1,Aspergillus sp. ADI1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,13185,176,0.013348502085703451,0.8519272727272728,0.90405
FFF5C15E,GCA_036986335.1_ASM3698633v1,Aspergillus sp. AS01,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,10749,135,0.012559307842590009,0.8402385185185185,0.8939
F64262E1,GCA_002894705.1_ASM289470v1,Aspergillus sp. ATCC 12892,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12867,157,0.012201756431180539,0.8613471337579618,0.9375
FD92488B,GCA_037042565.1_ASM3704256v1,Aspergillus sp. B102-05B,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,10237,128,0.01250366318257302,0.8521890625,0.9196
F83BA514,GCA_023625155.1_ASM2362515v1,Aspergillus sp. B3601,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12792,146,0.011413383364602877,0.8427835616438356,0.9034500000000001
FABA250D,GCA_023625035.1_ASM2362503v1,Aspergillus sp. B3605,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12675,145,0.011439842209072978,0.8510213793103448,0.9114
F9D90F9D,GCA_037042555.1_ASM3704255v1,Aspergillus sp. DX121-18F,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,11221,167,0.014882809018804028,0.8600952095808383,0.9074
FAFC39FA,GCA_037042595.1_ASM3704259v1,Aspergillus sp. DX7217,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,10480,130,0.012404580152671756,0.8496007692307692,0.9190499999999999
F077DD14,GCA_023619735.1_ASM2361973v1,Aspergillus sp. F3601,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12224,156,0.012761780104712041,0.8236775641025641,0.8926000000000001
F4F1F935,GCA_023627655.1_ASM2362765v1,Aspergillus sp. F3603,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12612,168,0.013320647002854425,0.8299755952380953,0.8689
F501BD4E,GCA_023619485.1_ASM2361948v1,Aspergillus sp. F3604,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12531,170,0.013566355438512489,0.8291670588235294,0.8949
FA0B81F1,GCA_023619445.1_ASM2361944v1,Aspergillus sp. F3605,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12539,169,0.013477948799744796,0.8292189349112427,0.8772
F7B26109,GCA_026119255.1_ASM2611925v1,Aspergillus sp. GBTC2 WXH,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12147,146,0.012019428665514118,0.8452356164383562,0.9152499999999999
F8095066,GCA_019176365.1_ASM1917636v1,Aspergillus sp. GbtcF1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,9159,106,0.011573315864177312,0.8586283018867925,0.90125
FEE57CF0,GCA_019176375.1_ASM1917637v1,Aspergillus sp. GbtcF2,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12154,153,0.012588448247490539,0.8387372549019608,0.9147
FBD1E5E3,GCA_003698115.1_ASM369811v1,Aspergillus sp. HF37,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,8070,73,0.009045848822800495,0.8496068493150685,0.9018
F3021A54,GCA_019775315.1_ASM1977531v1,Aspergillus sp. JS3-R5,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,9609,113,0.011759808512852535,0.8501566371681416,0.9181
F78A18EE,GCA_023619345.1_ASM2361934v1,Aspergillus sp. M3605,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12741,160,0.012557883996546582,0.826153125,0.8834
FAC1A223,GCA_023619275.1_ASM2361927v1,Aspergillus sp. M3606,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12855,155,0.012057565149747181,0.8377483870967742,0.9007
F3A20605,GCA_003138035.1_ASM313803v1,Aspergillus sp. MA 6037,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12535,139,0.01108895093737535,0.8379611510791367,0.8708
FE6B3D6F,GCA_025768905.1_ASM2576890v1,Aspergillus sp. MA 6041,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12265,131,0.010680799021606197,0.8517977099236641,0.8965
FAD8D547,GCA_019721355.1_Asp_MEXU27854_1.0,Aspergillus sp. MEXU 27854,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,10185,134,0.013156602847324497,0.8426865671641791,0.89895
FF0956FE,GCA_037042525.1_ASM3704252v1,Aspergillus sp. P7301S-1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,9986,113,0.011315842179050671,0.8416300884955752,0.8938
FF975B05,GCA_023619705.1_ASM2361970v1,Aspergillus sp. PA2101,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12728,176,0.013827781269641735,0.8098852272727273,0.8714
FA68A40F,GCA_023624935.1_ASM2362493v1,Aspergillus sp. PA3604,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12776,145,0.011349405134627427,0.8405703448275862,0.8871
F19322EB,GCA_023618985.1_ASM2361898v1,Aspergillus sp. PA40-03,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12269,162,0.013204010106773169,0.827258024691358,0.8725
F2E938FC,GCA_023619755.1_ASM2361975v1,Aspergillus sp. PB2407,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12128,159,0.013110158311345646,0.8298779874213836,0.8856
FF5BA099,GCA_023619575.1_ASM2361957v1,Aspergillus sp. PB4102,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12697,176,0.013861542096558242,0.8139477272727272,0.85575
F1DF4763,GCA_023618955.1_ASM2361895v1,Aspergillus sp. PB4105,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12362,164,0.013266461737582915,0.8145018292682927,0.8692
FB85E2A5,GCA_023619455.1_ASM2361945v1,Aspergillus sp. PB4106,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12304,167,0.013572821846553966,0.8116622754491017,0.8638
F254145F,GCA_037042605.1_ASM3704260v1,Aspergillus sp. PG119-06,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,9746,110,0.011286681715575621,0.8451009090909091,0.9083000000000001
FB685D51,GCA_023619615.1_ASM2361961v1,Aspergillus sp. PG3603,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12171,155,0.012735190206227919,0.8394690322580645,0.905
FC172B22,GCA_023625635.1_ASM2362563v1,Kurtzmaniella sp. PG3605,Ascomycota,Saccharomycotina,Pichiomycetes,Serinales,Debaryomycetaceae,Kurtzmaniella,4930,37,0.007505070993914807,0.8792513513513514,0.9317
FF25B7BB,GCA_023625255.1_ASM2362525v1,Aspergillus sp. PG3606C,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12405,159,0.012817412333736396,0.8287301886792453,0.8744
FF92FE33,GCA_023619545.1_ASM2361954v1,Aspergillus sp. PG3606D,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12145,160,0.013174145738987238,0.823271875,0.8793500000000001
FEDE43AF,GCA_023619555.1_ASM2361955v1,Aspergillus sp. PG3608,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12607,166,0.013167288014595066,0.8156993975903615,0.8806499999999999
FDAC3729,GCA_023619285.1_ASM2361928v1,Aspergillus sp. PH2503,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12288,158,0.012858072916666666,0.8157120253164557,0.87005
F29021A2,GCA_023618865.1_ASM2361886v1,Aspergillus sp. PH3601,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12240,164,0.013398692810457516,0.821135975609756,0.8715999999999999
FD9CB1AB,GCA_023619325.1_ASM2361932v1,Aspergillus sp. PK2410,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12627,164,0.012988041498376495,0.8208237804878049,0.8788
F8EAD0D2,GCA_023625295.1_ASM2362529v1,Aspergillus sp. PM3601,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12698,149,0.011734131359269177,0.8424429530201343,0.8943
F60F58ED,GCA_023618995.1_ASM2361899v1,Aspergillus sp. PM3602,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12205,157,0.012863580499795167,0.8270420382165605,0.8974
FEA84CD7,GCA_025768815.1_ASM2576881v1,Aspergillus sp. PM3604,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12841,161,0.012537964332995873,0.8368503105590062,0.8754
FFB16222,GCA_023619375.1_ASM2361937v1,Aspergillus sp. PYS2105,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12324,163,0.013226225251541707,0.8239846625766871,0.8728
F5CCB082,GCA_023627435.1_ASM2362743v1,Aspergillus sp. PYS4201,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,8428,66,0.007831039392501186,0.857519696969697,0.92885
F9F4E7D9,GCA_023627495.1_ASM2362749v1,Aspergillus sp. PYS4240,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,8526,64,0.00750645085620455,0.8643140625,0.94425
F1C7CE95,GCA_023627515.1_ASM2362751v1,Aspergillus sp. PYS4241,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,8446,58,0.006867156050201279,0.8599637931034483,0.93245
F6B43774,GCA_037042665.1_ASM3704266v1,Aspergillus sp. R109-04A,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,11287,162,0.014352795251173917,0.8390185185185185,0.88565
FBD906CC,GCA_023625135.1_ASM2362513v1,Aspergillus sp. R1430,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12681,148,0.011671003864048577,0.8500777027027027,0.9087000000000001
F5FEB707,GCA_023627595.1_ASM2362759v1,Aspergillus sp. R2302,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,10974,132,0.01202843083652269,0.8340916666666667,0.90235
F59795AD,GCA_023627615.1_ASM2362761v1,Aspergillus sp. R2305,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12662,161,0.012715210867161587,0.8326173913043479,0.8782
FBE0705B,GCA_023627575.1_ASM2362757v1,Aspergillus sp. R2407,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,11056,132,0.011939218523878437,0.8417515151515151,0.9129
FDD2F24A,GCA_023627395.1_ASM2362739v1,Aspergillus sp. R2504,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,8409,60,0.007135212272565109,0.848275,0.8908
F9987FA8,GCA_023625075.1_ASM2362507v1,Aspergillus sp. R2506,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,13242,163,0.012309318834012989,0.8180975460122699,0.8778
F12A4DD3,GCA_023619725.1_ASM2361972v1,Aspergillus sp. R2804,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12396,169,0.013633430138754437,0.8173461538461538,0.8775
F6138D83,GCA_023618935.1_ASM2361893v1,Aspergillus sp. R3602,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12248,166,0.013553233180927498,0.8187493975903615,0.8715999999999999
F29987C0,GCA_023627635.1_ASM2362763v1,Aspergillus sp. R3607,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12269,150,0.01222593528404923,0.8480373333333333,0.8893
F9A6CA71,GCA_023627455.1_ASM2362745v1,Aspergillus sp. S1107B,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,8453,62,0.00733467408020821,0.8602951612903226,0.9274
F4D20055,GCA_023619415.1_ASM2361941v1,Aspergillus sp. S1702,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12441,159,0.01278032312515071,0.8205220125786163,0.8751
F8B4B3F5,GCA_023627555.1_ASM2362755v1,Aspergillus sp. S1801,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,8747,61,0.006973819595289814,0.8626426229508196,0.9417
F4361BA3,GCA_023627535.1_ASM2362753v1,Aspergillus sp. S1802E,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,11487,133,0.01157830591102986,0.8257187969924812,0.8797
FBFB466B,GCA_023627675.1_ASM2362767v1,Aspergillus sp. S1902Y,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12813,164,0.012799500507297275,0.8279341463414635,0.8658
F1047864,GCA_023619515.1_ASM2361951v1,Aspergillus sp. S1903S,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12216,150,0.012278978388998035,0.8403166666666667,0.89985
F5671B3D,GCA_023619655.1_ASM2361965v1,Aspergillus sp. S1905,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12172,153,0.012569832402234637,0.8269849673202614,0.8668
F7490626,GCA_023625215.1_ASM2362521v1,Aspergillus sp. S2101G,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12847,159,0.012376430295010508,0.8247088050314465,0.8651
FA697386,GCA_023619405.1_ASM2361940v1,Aspergillus sp. S2103,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12207,157,0.012861472925370689,0.8243993630573249,0.8772
F3ADE0B5,GCA_023619605.1_ASM2361960v1,Aspergillus sp. S2105,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12204,159,0.013028515240904622,0.8329232704402516,0.897
F7381500,GCA_023619645.1_ASM2361964v1,Aspergillus sp. S2109,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12020,156,0.0129783693843594,0.8304429487179488,0.8961
F8B68BA4,GCA_023625175.1_ASM2362517v1,Aspergillus sp. S2111G.1,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12756,155,0.012151144559423017,0.8419129032258065,0.8848
F9506B60,GCA_023625095.1_ASM2362509v1,Aspergillus sp. S2111Y,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12795,153,0.011957796014067995,0.8296503267973856,0.8803
F683C1F9,GCA_023627695.1_ASM2362769v1,Aspergillus sp. S2805,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12853,168,0.013070878394149226,0.8297172619047619,0.84985
F19C6243,GCA_023627475.1_ASM2362747v1,Aspergillus sp. S3505,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,8813,73,0.008283217973448316,0.8445698630136986,0.8761
F536E336,GCA_023625055.1_ASM2362505v1,Aspergillus sp. S3602,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12296,159,0.01293103448275862,0.8207955974842768,0.8656
F3E102D1,GCA_023625235.1_ASM2362523v1,Aspergillus sp. S3605,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12788,155,0.012120738192055051,0.8253309677419355,0.8694
F3BE2732,GCA_023619495.1_ASM2361949v1,Aspergillus sp. S3606,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12237,157,0.01282994197924328,0.8327783439490446,0.8867
FCE65980,GCA_023619365.1_ASM2361936v1,Aspergillus sp. S4401N,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12054,157,0.013024722083955534,0.8189726114649681,0.8742
F84F1D5D,GCA_023619295.1_ASM2361929v1,Aspergillus sp. S4402,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12030,156,0.012967581047381545,0.8170339743589744,0.8755999999999999
F8B8026A,GCA_025765985.1_ASM2576598v1,Aspergillus sp. Z5,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,12169,163,0.013394691429041006,0.8165527607361963,0.8581
F636F195,GCA_019976455.1_ASM1997645v1,Aspergillus sp. 'subgen. Cremei',Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,11030,117,0.010607434270172257,0.8491965811965811,0.9143
